authorDisplayName,authorProfileImageUrl,likeCount,publishedAt,updatedAt,comment
katherine spencer,https://yt3.ggpht.com/ytc/AOPolaRdV_pCV5xu-7HwZfZwRbN1zscOU2ihCB-8UMvFiX7Z2vKblqwiETdm8a_S7GmR=s48-c-k-c0x00ffffff-no-rj,0,2022-12-27T03:41:14Z,2023-01-30T14:19:43Z,"The original contract with taxpayers for the public education of children was to create trained and trainable employees who also had the capacity 2B both followers, leaders & thinkers. A workforce for the future. Those who pay for the education must get benefit down the road. That means that the 3 Rs are still vital. Teamwork, good physical strength, overall good health go hand in hand w. those basic competencies. Also good citizenship. That's learned thru the role modeling by adults around them. Tax $$ should NOT be funding any level of self actualization. That is to be done at home. Same with protecting mother tounges or cultural practices which are different from the society that they are currently living in. Taxpayers want education to provide a new generation of taxpayers. End. Everything else is extra but important. Families have responsibility to support their children by educating them in those areas that are important to them personally. And to protect them from those who want to alienate their kids from fitting into the family goals for their financial future, which means being able to fit into the society that they live within while respecting the family moral belief.  Hungary is 1 country that has put in policies which ensure that parent's rights are not pushed aside by teachers or the system that they work for. And what pushback they have had from certain groups!"
Aaron How,https://yt3.ggpht.com/ytc/AOPolaTy6cPQlFEDkeXKDeU-NJ0sdqAFUNXy1cBQlPAs=s48-c-k-c0x00ffffff-no-rj,0,2023-01-22T14:31:23Z,2023-01-22T14:31:23Z,I was homeschooling for 4 years. It was a great experience to have been taught by my parents. :)
SABlister,https://yt3.ggpht.com/ytc/AOPolaQN8F25wnU9KkmQXt7NdYsbjSRm7l17c5JF4SOM=s48-c-k-c0x00ffffff-no-rj,0,2023-02-11T12:37:24Z,2023-02-11T12:37:24Z,"Whenever you mention how much they pay, remember, parents pay a fee and the state gives the companies running these homeschooling projects the money allocated for public schools. So if these people running academies can't handle a child with severe autism or a physical disability, then the kid is sent back to public schools, the schools have to accept the kid back, but get none of the state funding back...And the companies keep the money, no need to keep teaching the kid"
Kenyon McMichael,https://yt3.ggpht.com/pa8QXjzl5vmchN6xC9Or7a6875SRFONiIKbCT9dTImG3OOT5X0ALB11iY0g3qUVRR3dnfi1K=s48-c-k-c0x00ffffff-no-rj,0,2023-07-17T04:59:03Z,2023-07-17T04:59:03Z,bless the parents who homeschool! schools are crazyyyy now. I would know!!
Ultravenom1,https://yt3.ggpht.com/ytc/AOPolaQoqE5-CY4HJZxKp0QJtND751sHQzRcYTHeGQoM=s48-c-k-c0x00ffffff-no-rj,0,2023-02-11T17:11:07Z,2023-02-11T17:11:07Z,If you're medium poor and can take your kids out of schools filled with cruel kids... Homeschooling would be far safer and may even give the kid more friends. Public schools protect bullies.
skycae,https://yt3.ggpht.com/ytc/AOPolaTM0roziet7FuBQNi3eGQoUxxmTpD60WDEEzg=s48-c-k-c0x00ffffff-no-rj,0,2023-01-19T19:21:41Z,2023-01-19T19:21:41Z,I homeschooled myself because I couldnt function well in a homeschool environment. It was unreligious and unpolitical and I graduated with straight As.
Mohammed Jeffali,https://yt3.ggpht.com/ytc/AOPolaRI-Jlib26ISFsisz6jd4V7inAHeYOY2LGdGg=s48-c-k-c0x00ffffff-no-rj,0,2023-02-26T20:45:29Z,2023-02-26T21:03:26Z,"Time mark 41:00-42:54.First I want to say we don't have this ""school choice"" thing in Texas.  I homeschool with no money from the government.   I'd rather  have freedom  than money.We can not  deny the freedoms  of an entire nation  because  there are a small number of horrible parents out there..I really like what the Republican lady politician had to say..I relate to her story..A teacher told my child, ""Maybe  you can't learn this. ""   They stereotyped  her. They do so many things  to limit a child's capacity to learn  because they are told to ""teach to the middle.""   In other words, teach to the average learner.  .The teachers were irritated  with our home brought lunch.    It was not convenient for them.  Parents soon won't tolerate their irritation as the public school lunches  get more processed and more chemically infused each year..I actually  do plan to go back to public school for the high school years.  Can the public school system keep me and my child?  This is yet to be seen.  Do better public school systems.   As the republican  rep. Said, ""You need to earn it!"""
Eugene Steinbeck,https://yt3.ggpht.com/ytc/AOPolaT3rb83-cEg0L1sNBuwcI1H-pPXlbctFHtcvg=s48-c-k-c0x00ffffff-no-rj,0,2023-01-21T03:40:23Z,2023-01-21T03:40:23Z,"Homeschooling can give your kid a leg up over public schooled kids, or it can turn into a horror story (though in all fairness there are plenty of public school horror stories of uneducated 18 year olds too)...Either way, whether for net good or for net ill, the homeschooling movement is largely a consequence of the failure of public schools on two fronts: ..First, they took the reasonable ""Public schools shouldn't be Christian religious schools"" and extrapolated from there to the quite unreasonable ""We owe no substantive accommodations or compromises to religious communities that might be harmed by the curriculum we plan to teach"". Predictably you had millions of Evangelical parents who responded by dropping out of the system altogether....Second, they integrated students from lower and middle income households (yes, and with an obvious racial association) without holding all students to the level of discipline that middle class households demand. If there's anything you can reliably expect from 99.99% of middle class parents, it's that they'll freak out if they get the slightest sense that their kids are spending hours every day in a dangerous environment."
C N,https://yt3.ggpht.com/ytc/AOPolaR1kL1Y8lO3csFKpyfEuooK7TUAtGypPxr6jN71Ag=s48-c-k-c0x00ffffff-no-rj,0,2023-02-20T14:42:06Z,2023-02-20T14:50:20Z,"Regarding the budgetary discussion, consider that homeschool parents still pay state and local taxes…really on behalf of other people’s children. The crying teacher’s tears are genuine, has been led to believe her challenges are the fault of homeschool families. I would argue that since the tax revenue is unaffected, the responsibility for the teacher’s challenges lies on the people controlling the budget."
duncan kiprop,https://yt3.ggpht.com/ytc/AOPolaRNVzwVXZ9oGGjTU2vNWIrzHuPPFhFrH4h4lAlWbw=s48-c-k-c0x00ffffff-no-rj,0,2023-01-18T20:00:12Z,2023-01-18T20:00:12Z,Are there homeshooling alumni who win national and international  math and science contests?? I've always believed that engaging and associating with their peers is important for a child's growth.
asher 2789,https://yt3.ggpht.com/ytc/AOPolaQMFE5CRX1YcpMbrxyDyWYi3rXCp9UU-dryZQ=s48-c-k-c0x00ffffff-no-rj,0,2023-04-20T02:59:42Z,2023-04-20T03:00:31Z,"looking back i wish i was homeschooled. i was horribly bullied from a young age for being gay (despite not realizing until i was 18 that i was gay...) and i was also way ahead of my peers in terms of intelligence but held back from my full potential because my parents wanted me to be ""normal"" and not have a complex. i found public school (graduated 2007) to be painfully boring, full of meaningless busywork and waiting for the slower kids to get the concepts being taught, not to mention the disruptive kids constantly making school miserable for everyone else. i do believe there should be standards though across the board as to what concepts are being taught and at what ages so that the general public is all on the same page and not confusing opinions for facts. too much freedom and kids will be taught that the earth is flat and jesus rode on dinosaurs... which is child abuse in the form of denying them an education. another issue i take with public schools (i have no experience with charter or private) is that they seem designed to warehouse kids and teach them to be good little wage slaves who are obedient and know just enough to do their jobs but not too much to question why theyre doing it in the first place. that frustrated me the most about school besides the bullying which has been a lifelong trauma for me that might of been avoided had i been homeschooled. also i wanna add i went to a good school, in a good district, full of mostly rich kids. and it still sucked."
K P,https://yt3.ggpht.com/ytc/AOPolaRDoTUXJbI941l2c4e-jOsDNffT1nP-xX_ZQA=s48-c-k-c0x00ffffff-no-rj,0,2023-03-03T22:50:33Z,2023-03-03T22:50:33Z,4:43 I love how honest the kids are
Tenn711,https://yt3.ggpht.com/ytc/AOPolaRk4GqDT5NQkFUAtV9cU2Wo2_7usJvKhakvkXq4c1_1qMj_yUEJ7PrW-w7ZOnZi=s48-c-k-c0x00ffffff-no-rj,0,2023-02-11T15:28:05Z,2023-02-11T15:28:05Z,"We do virtual school and we love it, love the curriculum and the flexibility. We can be at the beach for example and taking classes and they do not teach things like the regular school that why we love it."
Phill V,https://yt3.ggpht.com/ytc/AOPolaTT96_0e1N3ShvZEc-cpcMP19EZx6Le_-NyRvpdcw=s48-c-k-c0x00ffffff-no-rj,0,2023-03-31T16:49:25Z,2023-03-31T16:49:25Z,"I gotta admit i do feel bad for the good teachers out there, and the kids who dont have active parents. They are going to bare the brunt of repercussions of people pulling there money out of some of these school systems through legislation."
Hans-Georg Lundahl,https://yt3.ggpht.com/ytc/AOPolaShIegtUiwvZGhTgpGgDT0yCFmAwco3Ns05BRfhJw=s48-c-k-c0x00ffffff-no-rj,0,2023-02-13T12:36:53Z,2023-02-13T12:36:53Z,"34:21 A tip for Tess Jackson...There was a school, I taught 7 through 9th grades (Swedish and German, two parallel classes for each grade) back in autumn of 95. Most young adults there (and a colleague from back then, who was a regular teacher with a fixed contract shares my distaste for calling teens ""children"") were, as you said, ""left behind"" .....There was a young man, who was so bored with math, that for a rectangular door with a round window hole (calculate surface to paint) he actually multiplied pi with the larger dimensions, those of the door, and I voted to get him less hours in school, and most of the week as an apprentice to a cook. He loved cooking. It's an obviously useful and up there (yes, it's tourist country) lucrative trade. I didn't push him forward by getting more resources for his school (which was for that time also mine), I pushed him forward by helping to opt him out of that school...And _that_ push forward can be obtained for the young adults you care about as well (is seventh grade starting the year they have their thirteenth birthday in US as well, or not? With first grade at age five, the seventhgraders would still be children)."
yoshikisquall,https://yt3.ggpht.com/ytc/AOPolaRkTSShqjjWmQiltrXGPx_e2-nWa2n93_WL8w=s48-c-k-c0x00ffffff-no-rj,0,2023-07-04T04:43:59Z,2023-07-04T04:43:59Z,"I've seen two sides of this with old acquaintances. Some of the kids who were home schooled are fine, they're learning at an appropriate level and absorbing knowledge like a sponge... And of the flip side of things, I've got a few who... are 14-17 years old and can't read above an elementary level. Those kids... those poor kids are going to have it ROUGH."
C R,https://yt3.ggpht.com/ytc/AOPolaR8M5Ed60zVW8ThkqBJOr4v9geZMLqT1E1dTw=s48-c-k-c0x00ffffff-no-rj,0,2023-06-28T15:50:05Z,2023-06-28T15:50:05Z,"I'm very grateful that I had good public schools growing up. That said, as a Black woman in America, being in an environment where you can count on one hand the number of people who look like you gets old. I think I only had one Black teacher for a core subject (i.e. math, science, etc. not art, music, gym... no disrespect to those teachers though!) during my whole K-12 career. Many of us learn very quickly that Black people aren't in charge and that our history warrants just a few weeks of focus a year. (And even then, it apparently started and ended in the 1960s). It makes you feel unimportant as a kid. I think this has more of an impact that people realize. I felt 100% academically prepared in college and grad school, but I'm still learning/unlearning so much socially as an adult. I don't yet have any children, but if I do, this will certainly be a factor in deciding how to educate them."
Enlightened Normie,https://yt3.ggpht.com/XP02fuwdsp_-pCk40QN1pivglbQIcaou4Jtbbyu42LT0xMvmqX2UG6tvGFW5pLB1ig-vgJpDjA=s48-c-k-c0x00ffffff-no-rj,0,2023-04-16T03:10:59Z,2023-04-16T03:10:59Z,"If one group even gets the slightest of a tingle regarding on what's happening in schools might not be appropriate (According to them), it immediately sparks a reaction that doesn't always feel warranted 🙎"
leadwithlove,https://yt3.ggpht.com/kL1kuMDi8rtc-tVie9a_RYkP7Xk_zCN5i5BoAMvsJTMKA-vt1We3zU563tYZpqb1OpK_AoBdQg=s48-c-k-c0x00ffffff-no-rj,0,2023-07-03T12:14:43Z,2023-07-03T12:14:43Z,"2009 I homeschooled my last child because between an addicted older child, parent in their 90's, no support from my child's father, the need to work full time, I thought that the free K12 courses would allow me to blend his education into my work from home job. These were basically self study courses and I didn't really fit in to the plan.  Of course my kid, a genius. buffaloed me into believing his work was complete and his sophomore year of high school was under control. It was not. What a mess. 2023 older child and younger child both successful and good humans, in spite of me. Just thought I'd share this for those of us who sure need the help of public school"
Big Speed's,https://yt3.ggpht.com/ytc/AOPolaTQW_avr8_fWKtMcTkJInVpMmJJzcCARf4KezXtVuk=s48-c-k-c0x00ffffff-no-rj,0,2023-04-11T21:07:24Z,2023-04-11T21:07:24Z,Cray part is every adult was allow to go to school and learn how to work within a society. But they think if they re create the wheel they will have better results. I have never met someone who was homeschooling able to succeed in a society that requires you to work with others. Not having all the information put children in a tough spot growing up.
the Liz family vlogs,https://yt3.ggpht.com/6BgEEM04SxKxnoqBhB2z-7GaEJqlOiSpxxXmrRhHGDTxJT2UL16hDC8L5hZEN0M06o7IKSdO1w=s48-c-k-c0x00ffffff-no-rj,0,2023-03-01T22:15:14Z,2023-03-01T22:15:14Z,"There are kids who do need the public school system, like the boy who was being abused. But there are kids who do ten times better with homeschooling because they have a healthy home environment. I feel so sad for the kids who don't have that healthy environment."
Itali Heide,https://yt3.ggpht.com/ytc/AOPolaQaEYgd9sLUTwmAWDH2l7FiYsDJrngahdscn4mOKA=s48-c-k-c0x00ffffff-no-rj,0,2023-03-29T14:33:25Z,2023-03-29T14:33:25Z,"I’d love to see another angle on homeschooling. The religious/political thing isn’t for me, but I think homeschooling can be amazing if it’s done right."
Leonilton Ximenes,https://yt3.ggpht.com/ytc/AOPolaSGq0r3WJJ4OtrYMKrUE-ID_xtSEzT5SGOfYF5rpg=s48-c-k-c0x00ffffff-no-rj,0,2023-04-02T12:39:12Z,2023-04-02T12:39:12Z,"Well, as I see things, this is a natural reaction to what happens on the public educational system. People are just changing an indoctrination to another. I see that there are a lot of arguments against homeschooling but in the end what think is that people know that education is a way to reach or maintain the power, so it is not about what our kids are learning or the consequences on their lives. Is about power."
Sheri Edwards,https://yt3.ggpht.com/ytc/AOPolaRBSnzSkv02Gk1XEiExz_zg-wW0COCg-Cm1Jg=s48-c-k-c0x00ffffff-no-rj,0,2023-01-16T16:25:46Z,2023-01-16T16:25:46Z,"I kind of lucked out a couple of years ago when all this went down, soley due to my kids age. My youngest son did ELearn for 2 years, turned 16, and tested out. The other 2 were already finished."
Kathy Weddle,https://yt3.ggpht.com/ytc/AOPolaSUt_fXsYdvnhR_qdjL-YeUJlOg8isJhHoRmXVLbw=s48-c-k-c0x00ffffff-no-rj,0,2023-03-01T06:30:05Z,2023-03-01T06:30:05Z,If this is what homeschooling is all about I’m going to stop researching it for my daughter right now!!
Andy Spurgeon,https://yt3.ggpht.com/ytc/AOPolaTSiqt0X8bWmBKvpfqv8tTU71QTkcl10-0rUDPWsg=s48-c-k-c0x00ffffff-no-rj,0,2023-06-19T03:41:22Z,2023-06-19T03:41:22Z,"My sister home schooled her kids, they went to public school for part of high school. The public school made them test in and they were 2 grades ahead on average of their age. Two of her kids have already graduated high school early and are in college."
Konstancja Seifried,https://yt3.ggpht.com/ytc/AOPolaQ7_JfMmYuN7QhOcRtXbRAxSLB70cUW8waQr8BJDg=s48-c-k-c0x00ffffff-no-rj,0,2023-04-10T10:55:57Z,2023-04-10T11:06:51Z,"Some kids actually love going to school and participating in school activities such as sports and cheerleading, band, science clubs etc..and of course socializing with their friends."
Turbodog2014,https://yt3.ggpht.com/uWuG6hxSKobKy5M9ovAjVWbiqpBKS5QvJM4RqA15DRqv4t4NMe0adpFfIvzGdQZsIRMNX4T8tA=s48-c-k-c0x00ffffff-no-rj,0,2023-02-28T18:47:27Z,2023-02-28T18:47:27Z,Could you imagine a world in which the acknowledgement of homeschooling's existance before covid and the culture war was a thing?
Tracy Funk,https://yt3.ggpht.com/ytc/AOPolaSTP-g0E4s2MWSwuJnYt43SFSDSYHs6t2SE5w=s48-c-k-c0x00ffffff-no-rj,0,2023-01-12T22:35:25Z,2023-01-12T22:35:25Z,"The question that I didn't hear is what is the result to the children's intelligence? I can see it being nothing but positive with the majority of cases, but like everything else in our screw up society, there will be those who take advantage of the rules. I can see instances where the kids receive even less education than our current system provides."
Barbara Brooks,https://yt3.ggpht.com/ytc/AOPolaQrvl_kLIwpMIvXe4AW7HtrAznHYTXaAvq57A=s48-c-k-c0x00ffffff-no-rj,0,2023-07-07T15:33:23Z,2023-07-07T15:33:23Z,"We need school choice with the state supplying supportive services like health screenings, special needs support, or advanced science classes.  However, school choice programs need to protect teacher salaries and benefits, plus the right to whistleblower protection for waste, fraud and abuse.  Public schools could rent unused buildings and facilities to private schools and community organizations to help offset the cost of maintenance.  Students thrive better in smaller schools and have many more leadership opportunities.  For example, if you have a 100 student school versus a 1000 student school, ten times more students can serve in student council.  It helps to have the principal b know everyone by name.  I am no fan of public schools, but narrowing the purpose to excellent special ed, trades, tech and science support would be helpful whole the independent schools can do the non-specialized education quite well."
Enlightened Normie,https://yt3.ggpht.com/XP02fuwdsp_-pCk40QN1pivglbQIcaou4Jtbbyu42LT0xMvmqX2UG6tvGFW5pLB1ig-vgJpDjA=s48-c-k-c0x00ffffff-no-rj,0,2023-04-16T03:15:23Z,2023-05-01T02:31:35Z,"A nonexistent problem which would've been and rightly should've been shrugged in a previous timeline, is now at a point where it could throw entire communities into a whirlwind of bs🤷"
Trey,https://yt3.ggpht.com/ytc/AOPolaQgXpgixkPGCyg6ceIyL4Z3HCe4YXDcS9ekYR-F3A=s48-c-k-c0x00ffffff-no-rj,0,2023-03-24T07:23:50Z,2023-03-24T07:23:50Z,"It's amazing what prevailing wage construction costs for schools to be built, remodeled, or simply maintained."
Rebecca Medel,https://yt3.ggpht.com/ytc/AOPolaTxy93iGXMIAsmSRBNV4p47lGk5Tijgkg6Ro9eJXw=s48-c-k-c0x00ffffff-no-rj,0,2023-06-13T19:54:47Z,2023-06-13T19:54:47Z,The biggest topic this fails to address is the resources and  privilege it takes to be able to homeschool your child. So many families have both parents who have to work.
The INFJ Channel,https://yt3.ggpht.com/Pg6sX-lplTUg5RWVLfq45aeFFZT-aL_1NQbeXdsrb1Zdh53lroMowUX9WS63IUMUK0dSvu7NQ-8=s48-c-k-c0x00ffffff-no-rj,0,2023-01-28T16:50:30Z,2023-01-28T16:50:30Z,"With homeschooling, my babygirl gets the focus because it's just her. No waiting for others to catch up or having to be up to someone else's level. She *loves* learning about things school wouldn't teach her in depth, like nature, wildlife and the environment. She's only 5 but has a thirst for knowledge. I hope this passion continues. She already wants to be a wildlife rehabilitator awww 🥰 I feel like, in mainstream school, she'd wanna be an ""influencer"" or something without much substance."
Tora Dall,https://yt3.ggpht.com/2906jbichc9EenZ3u0un9szHDmZFrz6shFNq2_lnvdJFPRDN-63sh3kTv80be8Nhi92ilgAp54k=s48-c-k-c0x00ffffff-no-rj,0,2023-06-29T20:00:06Z,2023-06-29T20:00:06Z,"I was homeschooled and by homeschooled, like many others in North Carolina, it meant nothing like it. I was taken out due to fear of learning ""Evolution"", was unable to speak to any other kids due to fear of them not being Christian. They used the 4H buildings as a meeting place to indoctrinate us. My mother did the little exams they did and sent them back for good results. NO ONE CAME TO HELP. NO ONE. No social services, nothing. WHY?  I lived in fear everyday because of the insane abuse I went through. I had to train to kill Muslims, and be ready everyday for my neck to be slit for the love of god. ..I was put into a room for seven, fucking, years. Until one day at church, a girl noticed the abuse and adopted me with their parents and I was able to experience public school a highschool. I could barely walk, talk, let alone didn't even know I had to put my name on the top of papers. My mother left to sleep with more men. I couldn't understand a family, and had no skills and eventually was kicked out of their house due to accusations of homosexuality. When in reality I was just platonically in love with the person who saved me.  I had no idea what love was, and just felt for the first time in my life valued. Was so used to the screaming, hitting, forced tickling when crying, fear of making ANY sound. ..I'm 27 now, still I have severe ptsd, and trying to live however I know I am mentally underdeveloped from Homeschooling. I never had a crush like normal kids, and therefore I don't know what I like. I just feel broken. ..I worked since 8 years old cleaning beach houses as she sat down and watched. Everything was so so fucking painful. I know the ptsd even with therapy will catch up to me soon one day. I just feel... too behind and unable to comprehend reasons like living. One day it will all catch up with me and I can't handle much anymore, my only wish is for these ""Homeschool"" children to be investigated. Every single one. The papers and tests they sent in for me was forged, and that was it? Fuckin kids don't get access to the mailbox. How was I supposed to get help? How are the others supposed to get help? Make is a law to have social services investigated yearly, anything!!"
The Information Collector,https://yt3.ggpht.com/ytc/AOPolaRc3fOvj_jT6aswqbyIbjZbGf0VothLSXkAbTcq=s48-c-k-c0x00ffffff-no-rj,0,2023-01-25T23:42:00Z,2023-01-25T23:42:00Z,"15:58 this is a game-simulation preparing young people for real world sims like this. Defense, State, and even state/local governments run these for possible scenarios from hurricanes to festivals. I hope that public schools do the same thing, although unless someone goes to a high end prep school they probably wouldn't get this kind of experience."
The Ropes of Renovation,https://yt3.ggpht.com/ytc/AOPolaT4f0QhJ0p2EU5_ZQdlXH--3GRtU3tvboq7LJjK=s48-c-k-c0x00ffffff-no-rj,0,2023-01-29T22:56:14Z,2023-01-29T22:56:14Z,"As a homeschooler, I agree with Fluerty (sp)  Homeschooling should never be a loophole!!!"
Dee,https://yt3.ggpht.com/pEo5qsALEGBapkzGFkIVRXRSPbh2U__O6iQ0qt-6Rt1GWe0Pr720Phyq6-ahXPj4Ec_tfNvT=s48-c-k-c0x00ffffff-no-rj,0,2023-01-27T13:47:25Z,2023-01-27T13:47:25Z,"Homeschoolers: respectful, kind, highly educated. Homeschoolers also take standardized test. .My opinion: I have no problem with home schoolers"
Walter S.,https://yt3.ggpht.com/ytc/AOPolaTSCF2atJiyoR5BtcKTUS6sQBBebI9RCRhsPg=s48-c-k-c0x00ffffff-no-rj,0,2023-02-18T01:43:37Z,2023-02-18T01:43:37Z,"He said he created a new category. Over ten years ago in California around Richmond, CA; a friend of mine was doing the exact same thing with a small group of kids."
Tiffany Welch Homesteadnmama,https://yt3.ggpht.com/ytc/AOPolaR_GjWdYTS2w-welbgg9w_pOE33Y_hhQPp6mwsP=s48-c-k-c0x00ffffff-no-rj,0,2023-01-12T18:29:01Z,2023-01-12T18:29:01Z,"I'm curious how the HSLDA helped with legislative in the ""Land Use"" area? Wondering because there is a lot of talk in Oregon about homeschool status being considered when purchasing land with zoning varieties."
Evan Milligan,https://yt3.ggpht.com/iooGjpYuk88CkkDPnI9lEp4TqBF4zLkEr8fgprovh9pjzDbDtEQoz3SGVoyQ-CCgUxWc-wsyqbE=s48-c-k-c0x00ffffff-no-rj,0,2023-03-05T00:18:09Z,2023-03-05T00:18:09Z,"There’s a difference between being critical as a journalist and twisting the narrative considerably through what seems like healthy criticism but is actually just the manipulation of truth through pointed but overly simplifying questions and the cherry picking of responses in the editing process. The media establishment gets the last word, naturally, but, in Vice’s case, should be much more careful not to swing the message one way or another. Of course, the assumption of some narratives is necessary to tell any story, and there are many angles which are both critical and impartial, but some are not and are instead wolves in sheep’s clothing - the wolf, at best, being a wolf of bad journalism and at worst a wolf of blood-thirst. The direction in which the narrative is pushed is also highly sensitive to the topic; in some cases one attitude and style of questioning will prove to show journalistic integrity while, in another case, that same attitude and style of questioning will alter the truth dramatically. It’s important for a news company to discern the many nuances of this fact… but what do I know, I haven’t even finished the video."
Joe Cole,https://yt3.ggpht.com/ytc/AOPolaQXjjHGnYjX21leMPJKs84I8fHCo97ABn89zSQrMq0=s48-c-k-c0x00ffffff-no-rj,0,2023-04-02T23:46:12Z,2023-04-02T23:46:12Z,'Captain Fantastic' is one of my all time favorite films. This segment gives me hope for the future.
Nissiyah Boyd,https://yt3.ggpht.com/ytc/AOPolaRaA9iL4uc6cRvOlDJe-AkV8NCpufOnjahIGlSB=s48-c-k-c0x00ffffff-no-rj,0,2023-01-04T18:23:01Z,2023-01-04T18:23:01Z,"I am going to homeschool solely on the reason that.   I have never met a girl who has been through the public school system who has not been:? sexually assaulted, physically, abused, doesn’t have an eating disorder."
Tiffany,https://yt3.ggpht.com/tf8JU6nAVwVIdDVmgaarQJ2FYoRCCThTZpPhlXRnZ1M0uGyDrmQNwnX1YRYFt0dEMf-UE_aN=s48-c-k-c0x00ffffff-no-rj,0,2023-01-27T17:25:35Z,2023-01-27T17:26:05Z,"Critical thinking, conflict resolution, body autonomy, academics and factual history is so important in a child's development. This is not taught in the public schools. Let kids be kids, not robots."
Sam Hughes,https://yt3.ggpht.com/ytc/AOPolaSq_A1vIHglqN7wJ7Tta9UDxZRaNxQzKEKTwzQK5A=s48-c-k-c0x00ffffff-no-rj,0,2023-01-03T02:31:53Z,2023-01-03T02:31:53Z,I survived homeschooling. @9:15 made my blood boil.
cardboard box,https://yt3.ggpht.com/ytc/AOPolaRpjOXvWZ-yPNs6-HDt5Skmw2_AlMBf2cTV=s48-c-k-c0x00ffffff-no-rj,0,2023-04-04T10:39:06Z,2023-04-04T10:39:06Z,"I was kind of disappointed by the attitude of the homeschoolers. They seemed respectful to the school system. I pictured one of the homeschoolers saying basically I'm not trained to be a teacher and I'm a thorn in our side. You guys are terrible. I also want someone from homeschooling to whisper or shout ""You deserve us"" to a school system representative. It's better they have a respectfully approach but I can still dream."
Ask me no questions I’ll tell you no lies,https://yt3.ggpht.com/ytc/AOPolaQgfnvSoy-sbtcq7telC5eoggcE2qkTyDNz5XZLRw=s48-c-k-c0x00ffffff-no-rj,0,2023-03-06T17:40:04Z,2023-03-06T17:40:04Z,"Homeschoolers if you haven’t already, start programs where underprivileged can attend your homeschools"
Simple Things,https://yt3.ggpht.com/ytc/AOPolaSeNTE62JB4VibjKILv3GvIy58149Y4it251PoT=s48-c-k-c0x00ffffff-no-rj,0,2023-01-10T08:12:58Z,2023-01-10T08:12:58Z,You might have looked into the percentage of home schooled kids who get a college degree.
Rayzor28,https://yt3.ggpht.com/ytc/AOPolaSReWfBPweBo0fIa_sbnKBxGae2_0qiTo4iIZvJXMaM2Gq1Uv_2bhEqTpUV8nrN=s48-c-k-c0x00ffffff-no-rj,0,2023-02-21T23:34:08Z,2023-02-21T23:34:08Z,"I’ll tell you how I feel about school, Jerry: It’s a waste of time. Bunch of people runnin’ around bumpin’ into each other, got a guy up front says “2 + 2,” and the people in the back say, “4.” Then the bell rings and they give you a carton of milk and a piece of paper that says you can go take a dump or somethin’. I mean, it’s not a place for smart people, Jerry. I know that’s not a popular opinion, but that’s my two cents on the issue."
Chemical,https://yt3.ggpht.com/ytc/AOPolaQmIj4ESV2p09xrb3mjWvDJmZ-HwxWQ397xCrdoKg=s48-c-k-c0x00ffffff-no-rj,0,2023-03-18T16:18:32Z,2023-03-18T16:18:32Z,"The schooling system is purely made for the curriculum. Not for the benefit of students. So many people have different talents, swept away so everyone can be a jack of all trades master of none."
Beth Laustsen,https://yt3.ggpht.com/ytc/AOPolaRXzT713KQSaqnYX-PcNbvqgV9D05zYQd3mjA=s48-c-k-c0x00ffffff-no-rj,0,2023-01-01T13:25:45Z,2023-01-01T13:25:45Z,most people can't afford homeschooling because the adults in the family need to work. Not everyone is a stay at home Parent.  A lot of parents work full time.
Dr Mediocre,https://yt3.ggpht.com/v03gYK0YpWRVMnufu7WBwZ8OhELpC7CXndHLLV44Gt86_DGrpwt6YYDuZU4mr68QCKvGBjdQZLE=s48-c-k-c0x00ffffff-no-rj,0,2023-02-28T20:40:42Z,2023-02-28T20:40:42Z,"massive salute to the kid dressed as Luigi, laughed so hard when I saw him"
Rosa Maria,https://yt3.ggpht.com/RuslHUdN1kxvDASVS2mgMRrZxbu_nhRUH9xLjWWPjg8GcXqRmwt7nyw30ZTHCEiFLFBfAMwwJg=s48-c-k-c0x00ffffff-no-rj,0,2023-03-02T15:24:22Z,2023-03-02T15:24:22Z,And  you can avoid bully. I think this is also a reason to home school your kids.
Tash Hashimi,https://yt3.ggpht.com/ytc/AOPolaRr8_a3bWtfXAL7L3ZYFDRBiw1Sij7MBJCukGmhJg=s48-c-k-c0x00ffffff-no-rj,0,2023-06-29T18:06:47Z,2023-06-29T18:06:47Z,is it me or is Vice getting better? They actually show both perspective on homeschooling
Umai Kakudo,https://yt3.ggpht.com/ytc/AOPolaQicdHT3iS2wjidvkV0CWPKTgkgo1OCQ2sO-w=s48-c-k-c0x00ffffff-no-rj,0,2023-03-01T04:58:09Z,2023-03-01T04:58:09Z,"No one should trust any government at any time with the education of anyone, especially children. That is the foundational discussion we should be having."
Jay Strickland,https://yt3.ggpht.com/ytc/AOPolaQjSn9nhV6SJGs_3oqi1E-jUSKYYz6A8Pu5oQ=s48-c-k-c0x00ffffff-no-rj,0,2023-02-02T01:39:18Z,2023-02-02T01:39:18Z,Honestly the adventure academy seems like a great idea. Even if the reasons many take their kids there is dumb.
Enlightened Normie,https://yt3.ggpht.com/XP02fuwdsp_-pCk40QN1pivglbQIcaou4Jtbbyu42LT0xMvmqX2UG6tvGFW5pLB1ig-vgJpDjA=s48-c-k-c0x00ffffff-no-rj,0,2023-04-16T03:18:58Z,2023-04-16T03:18:58Z,Education should've been the safe beacon for communities to gather around be one but it's completely turned upside down on it's head for the sake of People who like to indulge in this hypercharged environment for recreational purposes 🙎
